"","county","county_code","year_code","month_code","preterm","non_preterm"
"2393","Rensselaer County, NY","36083",2008,5,12,120
"2394","Rensselaer County, NY","36083",2008,6,0,108
"2395","Rensselaer County, NY","36083",2008,7,0,137
"2396","Rensselaer County, NY","36083",2008,8,0,127
"2397","Rensselaer County, NY","36083",2008,9,13,127
"2398","Rensselaer County, NY","36083",2008,10,10,107
"2399","Rensselaer County, NY","36083",2008,11,11,109
"2400","Rensselaer County, NY","36083",2008,12,11,119
"2401","Rensselaer County, NY","36083",2009,1,0,136
"2402","Rensselaer County, NY","36083",2009,2,0,103
"2403","Rensselaer County, NY","36083",2009,3,12,113
"2404","Rensselaer County, NY","36083",2009,4,14,118
"2405","Rensselaer County, NY","36083",2009,5,0,119
"2406","Rensselaer County, NY","36083",2009,6,10,115
"2407","Rensselaer County, NY","36083",2009,7,12,168
"2408","Rensselaer County, NY","36083",2009,8,18,125
"2409","Rensselaer County, NY","36083",2009,9,22,134
"2410","Rensselaer County, NY","36083",2009,10,10,144
"2411","Rensselaer County, NY","36083",2009,11,10,93
"2412","Rensselaer County, NY","36083",2009,12,11,119
"2413","Rensselaer County, NY","36083",2010,1,0,102
"2414","Rensselaer County, NY","36083",2010,2,0,113
"2415","Rensselaer County, NY","36083",2010,3,0,125
"2416","Rensselaer County, NY","36083",2010,4,11,110
"2417","Rensselaer County, NY","36083",2010,5,11,124
"2418","Rensselaer County, NY","36083",2010,6,11,124
"2419","Rensselaer County, NY","36083",2010,7,10,135
"2420","Rensselaer County, NY","36083",2010,8,0,116
"2421","Rensselaer County, NY","36083",2010,9,13,131
"2422","Rensselaer County, NY","36083",2010,10,0,109
"2423","Rensselaer County, NY","36083",2010,11,0,124
"2424","Rensselaer County, NY","36083",2010,12,10,111
"2425","Rensselaer County, NY","36083",2011,1,0,105
"2426","Rensselaer County, NY","36083",2011,2,11,94
"2427","Rensselaer County, NY","36083",2011,3,12,142
"2428","Rensselaer County, NY","36083",2011,4,0,109
"2429","Rensselaer County, NY","36083",2011,5,11,121
"2430","Rensselaer County, NY","36083",2011,6,10,139
"2431","Rensselaer County, NY","36083",2011,7,23,126
"2432","Rensselaer County, NY","36083",2011,8,0,145
"2433","Rensselaer County, NY","36083",2011,9,12,134
"2434","Rensselaer County, NY","36083",2011,10,13,118
"2435","Rensselaer County, NY","36083",2011,11,0,99
"2436","Rensselaer County, NY","36083",2011,12,0,109
"2437","Rensselaer County, NY","36083",2012,1,0,92
"2438","Rensselaer County, NY","36083",2012,2,0,107
"2439","Rensselaer County, NY","36083",2012,3,0,121
"2440","Rensselaer County, NY","36083",2012,4,0,105
"2441","Rensselaer County, NY","36083",2012,5,13,123
"2442","Rensselaer County, NY","36083",2012,6,0,107
"2443","Rensselaer County, NY","36083",2012,7,0,115
"2444","Rensselaer County, NY","36083",2012,8,0,134
"2445","Rensselaer County, NY","36083",2012,9,0,99
"2446","Rensselaer County, NY","36083",2012,10,0,122
"2447","Rensselaer County, NY","36083",2012,11,10,130
"2448","Rensselaer County, NY","36083",2012,12,0,103
"2449","Rensselaer County, NY","36083",2013,1,0,123
"2450","Rensselaer County, NY","36083",2013,2,0,96
"2451","Rensselaer County, NY","36083",2013,3,0,113
"2452","Rensselaer County, NY","36083",2013,4,0,115
"2453","Rensselaer County, NY","36083",2013,5,10,124
"2454","Rensselaer County, NY","36083",2013,6,12,126
"2455","Rensselaer County, NY","36083",2013,7,0,120
"2456","Rensselaer County, NY","36083",2013,8,18,131
"2457","Rensselaer County, NY","36083",2013,9,0,121
"2458","Rensselaer County, NY","36083",2013,10,10,127
"2459","Rensselaer County, NY","36083",2013,11,10,131
"2460","Rensselaer County, NY","36083",2013,12,11,137
"2461","Rensselaer County, NY","36083",2014,1,0,116
"2462","Rensselaer County, NY","36083",2014,2,12,106
"2463","Rensselaer County, NY","36083",2014,3,22,98
"2464","Rensselaer County, NY","36083",2014,4,10,97
"2465","Rensselaer County, NY","36083",2014,5,11,115
"2466","Rensselaer County, NY","36083",2014,6,0,111
"2467","Rensselaer County, NY","36083",2014,7,0,126
"2468","Rensselaer County, NY","36083",2014,8,0,121
"2469","Rensselaer County, NY","36083",2014,9,15,133
"2470","Rensselaer County, NY","36083",2014,10,0,135
"2471","Rensselaer County, NY","36083",2014,11,13,96
"2472","Rensselaer County, NY","36083",2014,12,11,110
"2473","Rensselaer County, NY","36083",2015,1,0,112
"2474","Rensselaer County, NY","36083",2015,2,0,94
"2475","Rensselaer County, NY","36083",2015,3,11,97
"2476","Rensselaer County, NY","36083",2015,4,12,102
"2477","Rensselaer County, NY","36083",2015,5,0,121
"2478","Rensselaer County, NY","36083",2015,6,11,118
"2479","Rensselaer County, NY","36083",2015,7,15,122
"2480","Rensselaer County, NY","36083",2015,8,19,119
"2481","Rensselaer County, NY","36083",2015,9,0,108
"2482","Rensselaer County, NY","36083",2015,10,10,115
"2483","Rensselaer County, NY","36083",2015,11,0,120
"2484","Rensselaer County, NY","36083",2015,12,0,84
"2485","Rensselaer County, NY","36083",2016,1,11,116
"2486","Rensselaer County, NY","36083",2016,2,0,138
"2487","Rensselaer County, NY","36083",2016,3,13,130
"2488","Rensselaer County, NY","36083",2016,4,0,110
"2489","Rensselaer County, NY","36083",2016,5,0,119
"2490","Rensselaer County, NY","36083",2016,6,16,95
"2491","Rensselaer County, NY","36083",2016,7,12,134
"2492","Rensselaer County, NY","36083",2016,8,0,128
"2493","Rensselaer County, NY","36083",2016,9,0,142
"2494","Rensselaer County, NY","36083",2016,10,11,90
"2495","Rensselaer County, NY","36083",2016,11,0,123
"2496","Rensselaer County, NY","36083",2016,12,0,116
"2497","Rensselaer County, NY","36083",2017,1,11,105
"2498","Rensselaer County, NY","36083",2017,2,0,110
"2499","Rensselaer County, NY","36083",2017,3,0,99
"2500","Rensselaer County, NY","36083",2017,4,10,101
"2501","Rensselaer County, NY","36083",2017,5,12,113
"2502","Rensselaer County, NY","36083",2017,6,10,98
"2503","Rensselaer County, NY","36083",2017,7,24,114
"2504","Rensselaer County, NY","36083",2017,8,0,105
"2505","Rensselaer County, NY","36083",2017,9,10,118
"2506","Rensselaer County, NY","36083",2017,10,14,111
"2507","Rensselaer County, NY","36083",2017,11,14,101
"2508","Rensselaer County, NY","36083",2017,12,0,89
"2509","Richmond County, NY","36085",2007,1,66,379
"2510","Richmond County, NY","36085",2007,2,62,372
"2511","Richmond County, NY","36085",2007,3,67,388
"2512","Richmond County, NY","36085",2007,4,59,352
"2513","Richmond County, NY","36085",2007,5,75,411
"2514","Richmond County, NY","36085",2007,6,58,465
"2515","Richmond County, NY","36085",2007,7,82,369
"2516","Richmond County, NY","36085",2007,8,60,470
"2517","Richmond County, NY","36085",2007,9,77,394
"2518","Richmond County, NY","36085",2007,10,80,407
"2519","Richmond County, NY","36085",2007,11,94,389
"2520","Richmond County, NY","36085",2007,12,66,396
"2521","Richmond County, NY","36085",2008,1,82,396
"2522","Richmond County, NY","36085",2008,2,49,402
"2523","Richmond County, NY","36085",2008,3,67,392
"2524","Richmond County, NY","36085",2008,4,84,349
"2525","Richmond County, NY","36085",2008,5,89,387
"2526","Richmond County, NY","36085",2008,6,57,414
"2527","Richmond County, NY","36085",2008,7,61,406
"2528","Richmond County, NY","36085",2008,8,79,429
"2529","Richmond County, NY","36085",2008,9,103,380
"2530","Richmond County, NY","36085",2008,10,72,392
"2531","Richmond County, NY","36085",2008,11,47,341
"2532","Richmond County, NY","36085",2008,12,90,376
"2533","Richmond County, NY","36085",2009,1,49,356
"2534","Richmond County, NY","36085",2009,2,67,349
"2535","Richmond County, NY","36085",2009,3,90,394
"2536","Richmond County, NY","36085",2009,4,56,405
"2537","Richmond County, NY","36085",2009,5,54,389
"2538","Richmond County, NY","36085",2009,6,40,422
"2539","Richmond County, NY","36085",2009,7,90,432
"2540","Richmond County, NY","36085",2009,8,66,420
"2541","Richmond County, NY","36085",2009,9,53,431
"2542","Richmond County, NY","36085",2009,10,63,397
"2543","Richmond County, NY","36085",2009,11,56,351
"2544","Richmond County, NY","36085",2009,12,73,363
"2545","Richmond County, NY","36085",2010,1,68,351
"2546","Richmond County, NY","36085",2010,2,64,331
"2547","Richmond County, NY","36085",2010,3,52,374
"2548","Richmond County, NY","36085",2010,4,49,380
"2549","Richmond County, NY","36085",2010,5,57,370
"2550","Richmond County, NY","36085",2010,6,56,396
"2551","Richmond County, NY","36085",2010,7,48,443
"2552","Richmond County, NY","36085",2010,8,65,401
"2553","Richmond County, NY","36085",2010,9,48,429
"2554","Richmond County, NY","36085",2010,10,70,364
"2555","Richmond County, NY","36085",2010,11,51,382
"2556","Richmond County, NY","36085",2010,12,60,405
"2557","Richmond County, NY","36085",2011,1,53,384
"2558","Richmond County, NY","36085",2011,2,68,318
"2559","Richmond County, NY","36085",2011,3,64,374
"2560","Richmond County, NY","36085",2011,4,64,393
"2561","Richmond County, NY","36085",2011,5,69,374
"2562","Richmond County, NY","36085",2011,6,50,395
"2563","Richmond County, NY","36085",2011,7,61,400
"2564","Richmond County, NY","36085",2011,8,46,416
"2565","Richmond County, NY","36085",2011,9,71,428
"2566","Richmond County, NY","36085",2011,10,37,406
"2567","Richmond County, NY","36085",2011,11,59,373
"2568","Richmond County, NY","36085",2011,12,59,363
"2569","Richmond County, NY","36085",2012,1,54,340
"2570","Richmond County, NY","36085",2012,2,55,336
"2571","Richmond County, NY","36085",2012,3,53,377
"2572","Richmond County, NY","36085",2012,4,57,334
"2573","Richmond County, NY","36085",2012,5,59,362
"2574","Richmond County, NY","36085",2012,6,59,368
"2575","Richmond County, NY","36085",2012,7,64,394
"2576","Richmond County, NY","36085",2012,8,60,392
"2577","Richmond County, NY","36085",2012,9,77,381
"2578","Richmond County, NY","36085",2012,10,53,379
"2579","Richmond County, NY","36085",2012,11,49,389
"2580","Richmond County, NY","36085",2012,12,60,365
"2581","Richmond County, NY","36085",2013,1,55,403
"2582","Richmond County, NY","36085",2013,2,47,305
"2583","Richmond County, NY","36085",2013,3,60,345
"2584","Richmond County, NY","36085",2013,4,51,349
"2585","Richmond County, NY","36085",2013,5,68,378
"2586","Richmond County, NY","36085",2013,6,65,394
"2587","Richmond County, NY","36085",2013,7,57,370
"2588","Richmond County, NY","36085",2013,8,52,388
"2589","Richmond County, NY","36085",2013,9,66,398
"2590","Richmond County, NY","36085",2013,10,54,380
"2591","Richmond County, NY","36085",2013,11,57,368
"2592","Richmond County, NY","36085",2013,12,52,363
"2593","Richmond County, NY","36085",2014,1,54,386
"2594","Richmond County, NY","36085",2014,2,56,327
"2595","Richmond County, NY","36085",2014,3,64,381
"2596","Richmond County, NY","36085",2014,4,86,325
"2597","Richmond County, NY","36085",2014,5,58,368
"2598","Richmond County, NY","36085",2014,6,46,376
"2599","Richmond County, NY","36085",2014,7,55,396
"2600","Richmond County, NY","36085",2014,8,56,388
"2601","Richmond County, NY","36085",2014,9,55,403
"2602","Richmond County, NY","36085",2014,10,50,350
"2603","Richmond County, NY","36085",2014,11,64,349
"2604","Richmond County, NY","36085",2014,12,52,351
"2605","Richmond County, NY","36085",2015,1,53,359
"2606","Richmond County, NY","36085",2015,2,44,355
"2607","Richmond County, NY","36085",2015,3,37,370
"2608","Richmond County, NY","36085",2015,4,63,333
"2609","Richmond County, NY","36085",2015,5,51,373
"2610","Richmond County, NY","36085",2015,6,56,357
"2611","Richmond County, NY","36085",2015,7,59,447
"2612","Richmond County, NY","36085",2015,8,58,419
"2613","Richmond County, NY","36085",2015,9,44,404
"2614","Richmond County, NY","36085",2015,10,75,366
"2615","Richmond County, NY","36085",2015,11,35,329
"2616","Richmond County, NY","36085",2015,12,37,364
"2617","Richmond County, NY","36085",2016,1,61,348
"2618","Richmond County, NY","36085",2016,2,52,356
"2619","Richmond County, NY","36085",2016,3,44,363
"2620","Richmond County, NY","36085",2016,4,68,357
"2621","Richmond County, NY","36085",2016,5,69,419
"2622","Richmond County, NY","36085",2016,6,54,390
"2623","Richmond County, NY","36085",2016,7,55,376
"2624","Richmond County, NY","36085",2016,8,84,393
"2625","Richmond County, NY","36085",2016,9,50,399
"2626","Richmond County, NY","36085",2016,10,50,377
"2627","Richmond County, NY","36085",2016,11,73,346
"2628","Richmond County, NY","36085",2016,12,65,368
"2629","Richmond County, NY","36085",2017,1,71,350
"2630","Richmond County, NY","36085",2017,2,51,332
"2631","Richmond County, NY","36085",2017,3,66,353
"2632","Richmond County, NY","36085",2017,4,64,339
"2633","Richmond County, NY","36085",2017,5,47,394
"2634","Richmond County, NY","36085",2017,6,57,398
"2635","Richmond County, NY","36085",2017,7,56,400
"2636","Richmond County, NY","36085",2017,8,54,407
"2637","Richmond County, NY","36085",2017,9,61,382
"2638","Richmond County, NY","36085",2017,10,54,403
"2639","Richmond County, NY","36085",2017,11,67,347
"2640","Richmond County, NY","36085",2017,12,71,351
"2641","Rockland County, NY","36087",2007,1,49,350
"2642","Rockland County, NY","36087",2007,2,37,318
"2643","Rockland County, NY","36087",2007,3,42,323
"2644","Rockland County, NY","36087",2007,4,20,351
"2645","Rockland County, NY","36087",2007,5,59,340
"2646","Rockland County, NY","36087",2007,6,49,332
"2647","Rockland County, NY","36087",2007,7,58,379
"2648","Rockland County, NY","36087",2007,8,30,355
"2649","Rockland County, NY","36087",2007,9,28,363
"2650","Rockland County, NY","36087",2007,10,34,346
"2651","Rockland County, NY","36087",2007,11,42,346
"2652","Rockland County, NY","36087",2007,12,48,311
"2653","Rockland County, NY","36087",2008,1,41,364
"2654","Rockland County, NY","36087",2008,2,36,313
"2655","Rockland County, NY","36087",2008,3,35,331
"2656","Rockland County, NY","36087",2008,4,43,340
"2657","Rockland County, NY","36087",2008,5,46,354
"2658","Rockland County, NY","36087",2008,6,40,374
"2659","Rockland County, NY","36087",2008,7,28,368
"2660","Rockland County, NY","36087",2008,8,46,370
"2661","Rockland County, NY","36087",2008,9,24,407
"2662","Rockland County, NY","36087",2008,10,43,343
"2663","Rockland County, NY","36087",2008,11,18,273
"2664","Rockland County, NY","36087",2008,12,20,360
"2665","Rockland County, NY","36087",2009,1,51,352
"2666","Rockland County, NY","36087",2009,2,31,310
"2667","Rockland County, NY","36087",2009,3,32,323
"2668","Rockland County, NY","36087",2009,4,37,353
"2669","Rockland County, NY","36087",2009,5,41,342
"2670","Rockland County, NY","36087",2009,6,33,400
"2671","Rockland County, NY","36087",2009,7,25,367
"2672","Rockland County, NY","36087",2009,8,24,312
"2673","Rockland County, NY","36087",2009,9,35,371
"2674","Rockland County, NY","36087",2009,10,37,375
"2675","Rockland County, NY","36087",2009,11,36,326
"2676","Rockland County, NY","36087",2009,12,24,350
"2677","Rockland County, NY","36087",2010,1,42,353
"2678","Rockland County, NY","36087",2010,2,38,272
"2679","Rockland County, NY","36087",2010,3,35,365
"2680","Rockland County, NY","36087",2010,4,19,381
"2681","Rockland County, NY","36087",2010,5,43,347
"2682","Rockland County, NY","36087",2010,6,29,318
"2683","Rockland County, NY","36087",2010,7,19,358
"2684","Rockland County, NY","36087",2010,8,40,359
"2685","Rockland County, NY","36087",2010,9,37,381
"2686","Rockland County, NY","36087",2010,10,23,350
"2687","Rockland County, NY","36087",2010,11,42,380
"2688","Rockland County, NY","36087",2010,12,24,342
"2689","Rockland County, NY","36087",2011,1,33,369
"2690","Rockland County, NY","36087",2011,2,34,326
"2691","Rockland County, NY","36087",2011,3,31,347
"2692","Rockland County, NY","36087",2011,4,26,324
"2693","Rockland County, NY","36087",2011,5,21,373
"2694","Rockland County, NY","36087",2011,6,27,353
"2695","Rockland County, NY","36087",2011,7,42,357
"2696","Rockland County, NY","36087",2011,8,45,382
"2697","Rockland County, NY","36087",2011,9,42,401
"2698","Rockland County, NY","36087",2011,10,25,379
"2699","Rockland County, NY","36087",2011,11,33,363
"2700","Rockland County, NY","36087",2011,12,26,336
"2701","Rockland County, NY","36087",2012,1,36,383
"2702","Rockland County, NY","36087",2012,2,27,351
"2703","Rockland County, NY","36087",2012,3,43,364
"2704","Rockland County, NY","36087",2012,4,43,375
"2705","Rockland County, NY","36087",2012,5,37,355
"2706","Rockland County, NY","36087",2012,6,22,360
"2707","Rockland County, NY","36087",2012,7,31,378
"2708","Rockland County, NY","36087",2012,8,46,372
"2709","Rockland County, NY","36087",2012,9,30,370
"2710","Rockland County, NY","36087",2012,10,32,375
"2711","Rockland County, NY","36087",2012,11,22,347
"2712","Rockland County, NY","36087",2012,12,45,392
"2713","Rockland County, NY","36087",2013,1,57,364
"2714","Rockland County, NY","36087",2013,2,19,349
"2715","Rockland County, NY","36087",2013,3,33,371
"2716","Rockland County, NY","36087",2013,4,30,342
"2717","Rockland County, NY","36087",2013,5,17,353
"2718","Rockland County, NY","36087",2013,6,40,366
"2719","Rockland County, NY","36087",2013,7,53,401
"2720","Rockland County, NY","36087",2013,8,37,385
"2721","Rockland County, NY","36087",2013,9,44,351
"2722","Rockland County, NY","36087",2013,10,35,386
"2723","Rockland County, NY","36087",2013,11,16,368
"2724","Rockland County, NY","36087",2013,12,47,352
"2725","Rockland County, NY","36087",2014,1,51,379
"2726","Rockland County, NY","36087",2014,2,27,322
