"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"Albany County, NY"	"36001"	"2010"	"2010"	"April"	"4"	"37 weeks"	"37"	14	2924.50	28.79	36.86	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"April"	"4"	"38 weeks"	"38"	35	3207.86	28.71	38.26	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"April"	"4"	"39 weeks"	"39"	81	3481.62	30.37	39.40	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"April"	"4"	"40 weeks"	"40"	71	3554.00	28.52	40.30	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"April"	"4"	"41 weeks"	"41"	29	3656.07	29.59	41.00	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"May"	"5"	"37 weeks"	"37"	21	2868.19	27.14	38.00	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"May"	"5"	"38 weeks"	"38"	33	3306.58	28.76	38.00	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"May"	"5"	"39 weeks"	"39"	84	3435.44	30.36	38.90	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"May"	"5"	"40 weeks"	"40"	62	3559.42	29.35	39.79	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"May"	"5"	"41 weeks"	"41"	22	3710.32	28.45	40.91	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"June"	"6"	"37 weeks"	"37"	13	2997.00	29.08	37.23	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"June"	"6"	"38 weeks"	"38"	40	3349.78	28.88	38.38	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"June"	"6"	"39 weeks"	"39"	94	3403.81	29.64	38.78	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"June"	"6"	"40 weeks"	"40"	68	3555.00	28.93	40.28	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"June"	"6"	"41 weeks"	"41"	25	3787.40	26.28	41.12	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"July"	"7"	"36 weeks"	"36"	11	2647.18	28.18	37.36	36.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"July"	"7"	"37 weeks"	"37"	14	3005.86	27.07	37.07	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"July"	"7"	"38 weeks"	"38"	35	3232.91	28.60	38.23	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"July"	"7"	"39 weeks"	"39"	92	3475.74	29.39	38.96	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"July"	"7"	"40 weeks"	"40"	60	3484.72	29.38	39.83	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"July"	"7"	"41 weeks"	"41"	35	3740.49	29.00	41.11	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"August"	"8"	"36 weeks"	"36"	11	2837.27	28.91	36.36	36.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"August"	"8"	"37 weeks"	"37"	13	2991.85	31.15	37.54	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"August"	"8"	"38 weeks"	"38"	32	3194.19	28.81	38.12	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"August"	"8"	"39 weeks"	"39"	78	3461.44	28.96	39.40	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"August"	"8"	"40 weeks"	"40"	60	3511.37	28.25	40.33	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"August"	"8"	"41 weeks"	"41"	30	3687.40	29.43	41.33	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"September"	"9"	"37 weeks"	"37"	16	3080.06	27.31	37.12	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"September"	"9"	"38 weeks"	"38"	47	3215.51	30.02	38.45	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"September"	"9"	"39 weeks"	"39"	87	3438.31	29.76	39.18	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"September"	"9"	"40 weeks"	"40"	63	3557.59	29.03	40.16	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"September"	"9"	"41 weeks"	"41"	27	3590.33	28.11	40.78	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"October"	"10"	"37 weeks"	"37"	17	2963.29	29.94	37.47	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"October"	"10"	"38 weeks"	"38"	45	3156.02	29.27	38.29	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"October"	"10"	"39 weeks"	"39"	77	3395.75	29.47	39.05	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"October"	"10"	"40 weeks"	"40"	61	3491.51	28.18	39.49	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"October"	"10"	"41 weeks"	"41"	31	3856.65	30.35	40.61	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"November"	"11"	"36 weeks"	"36"	12	2458.08	27.83	35.67	36.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"November"	"11"	"37 weeks"	"37"	22	3161.77	28.09	37.18	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"November"	"11"	"38 weeks"	"38"	39	3413.51	29.74	38.46	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"November"	"11"	"39 weeks"	"39"	63	3417.76	29.17	39.14	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"November"	"11"	"40 weeks"	"40"	61	3539.10	28.89	39.74	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"November"	"11"	"41 weeks"	"41"	16	3559.69	28.50	40.50	41.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"December"	"12"	"36 weeks"	"36"	12	2503.75	26.92	36.58	36.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"December"	"12"	"37 weeks"	"37"	15	2826.33	25.87	37.53	37.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"December"	"12"	"38 weeks"	"38"	50	3253.48	30.16	38.34	38.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"December"	"12"	"39 weeks"	"39"	91	3473.08	29.98	39.16	39.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"December"	"12"	"40 weeks"	"40"	53	3540.38	29.23	40.15	40.00
	"Albany County, NY"	"36001"	"2010"	"2010"	"December"	"12"	"41 weeks"	"41"	25	3560.68	24.44	41.04	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"January"	"1"	"37 weeks"	"37"	19	2956.79	29.95	37.26	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"January"	"1"	"38 weeks"	"38"	36	3206.47	29.19	37.86	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"January"	"1"	"39 weeks"	"39"	75	3396.09	29.35	39.21	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"January"	"1"	"40 weeks"	"40"	70	3465.61	28.50	40.29	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"January"	"1"	"41 weeks"	"41"	29	3621.83	26.72	40.66	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"February"	"2"	"36 weeks"	"36"	10	2659.00	29.20	35.50	36.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"February"	"2"	"37 weeks"	"37"	24	3106.21	28.12	37.04	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"February"	"2"	"38 weeks"	"38"	30	3144.10	30.20	38.50	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"February"	"2"	"39 weeks"	"39"	92	3457.03	29.97	39.04	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"February"	"2"	"40 weeks"	"40"	57	3505.00	28.37	40.28	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"February"	"2"	"41 weeks"	"41"	22	3685.36	26.86	41.05	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"March"	"3"	"36 weeks"	"36"	10	2573.10	28.00	35.60	36.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"March"	"3"	"37 weeks"	"37"	10	3032.40	27.00	37.50	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"March"	"3"	"38 weeks"	"38"	50	3310.38	29.42	38.22	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"March"	"3"	"39 weeks"	"39"	87	3432.66	30.21	39.08	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"March"	"3"	"40 weeks"	"40"	58	3591.62	28.59	40.07	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"March"	"3"	"41 weeks"	"41"	14	3777.79	26.21	40.86	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"April"	"4"	"37 weeks"	"37"	16	2834.75	30.50	37.31	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"April"	"4"	"38 weeks"	"38"	34	3292.68	28.18	38.50	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"April"	"4"	"39 weeks"	"39"	84	3514.05	29.05	38.86	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"April"	"4"	"40 weeks"	"40"	59	3436.36	28.49	39.73	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"April"	"4"	"41 weeks"	"41"	16	3722.69	27.06	41.38	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"May"	"5"	"37 weeks"	"37"	10	2974.00	30.50	37.40	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"May"	"5"	"38 weeks"	"38"	35	3256.63	28.71	38.06	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"May"	"5"	"39 weeks"	"39"	96	3440.10	29.64	39.10	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"May"	"5"	"40 weeks"	"40"	52	3609.96	28.73	39.79	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"May"	"5"	"41 weeks"	"41"	27	3685.44	28.81	41.00	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"June"	"6"	"36 weeks"	"36"	12	2564.67	30.33	36.75	36.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"June"	"6"	"37 weeks"	"37"	21	2939.62	27.67	37.10	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"June"	"6"	"38 weeks"	"38"	50	3262.48	29.74	38.32	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"June"	"6"	"39 weeks"	"39"	81	3554.78	28.81	39.02	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"June"	"6"	"40 weeks"	"40"	63	3623.51	28.38	40.05	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"June"	"6"	"41 weeks"	"41"	25	3679.08	27.84	40.88	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"July"	"7"	"36 weeks"	"36"	12	2720.58	28.83	35.92	36.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"July"	"7"	"37 weeks"	"37"	26	2887.23	27.96	36.85	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"July"	"7"	"38 weeks"	"38"	38	3257.58	28.34	38.37	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"July"	"7"	"39 weeks"	"39"	83	3438.19	29.19	38.93	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"July"	"7"	"40 weeks"	"40"	58	3451.83	29.19	40.02	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"July"	"7"	"41 weeks"	"41"	35	3592.43	26.97	40.66	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"August"	"8"	"37 weeks"	"37"	17	2795.76	31.00	37.00	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"August"	"8"	"38 weeks"	"38"	26	3203.58	29.35	37.92	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"August"	"8"	"39 weeks"	"39"	101	3513.76	29.26	38.97	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"August"	"8"	"40 weeks"	"40"	62	3578.27	28.58	39.85	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"August"	"8"	"41 weeks"	"41"	26	3572.73	26.50	40.81	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"September"	"9"	"37 weeks"	"37"	12	3177.67	31.08	37.17	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"September"	"9"	"38 weeks"	"38"	40	3259.65	29.90	38.30	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"September"	"9"	"39 weeks"	"39"	88	3389.58	29.83	39.05	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"September"	"9"	"40 weeks"	"40"	60	3500.92	28.55	40.20	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"September"	"9"	"41 weeks"	"41"	29	3710.28	27.52	40.97	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"October"	"10"	"37 weeks"	"37"	15	3013.27	29.60	37.40	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"October"	"10"	"38 weeks"	"38"	35	3102.06	30.57	38.43	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"October"	"10"	"39 weeks"	"39"	72	3504.99	30.10	38.99	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"October"	"10"	"40 weeks"	"40"	63	3493.68	27.32	39.94	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"October"	"10"	"41 weeks"	"41"	34	3638.62	27.65	40.91	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"November"	"11"	"35 weeks"	"35"	10	2420.60	29.60	35.80	35.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"November"	"11"	"37 weeks"	"37"	15	2864.27	30.40	36.87	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"November"	"11"	"38 weeks"	"38"	32	3255.00	29.00	38.09	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"November"	"11"	"39 weeks"	"39"	78	3424.59	29.58	39.01	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"November"	"11"	"40 weeks"	"40"	72	3546.58	27.74	40.04	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"November"	"11"	"41 weeks"	"41"	27	3639.93	26.74	40.78	41.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"December"	"12"	"36 weeks"	"36"	12	3175.00	32.75	36.67	36.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"December"	"12"	"37 weeks"	"37"	16	3111.19	30.94	37.88	37.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"December"	"12"	"38 weeks"	"38"	46	3189.46	28.28	38.26	38.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"December"	"12"	"39 weeks"	"39"	85	3423.91	28.96	38.86	39.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"December"	"12"	"40 weeks"	"40"	57	3514.68	28.19	39.79	40.00
	"Albany County, NY"	"36001"	"2011"	"2011"	"December"	"12"	"41 weeks"	"41"	32	3667.88	29.06	41.28	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"January"	"1"	"37 weeks"	"37"	12	3162.08	30.58	37.58	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"January"	"1"	"38 weeks"	"38"	46	3223.13	28.83	38.52	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"January"	"1"	"39 weeks"	"39"	91	3414.91	28.43	39.27	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"January"	"1"	"40 weeks"	"40"	68	3483.21	27.71	40.18	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"January"	"1"	"41 weeks"	"41"	25	3749.84	28.60	40.92	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"February"	"2"	"37 weeks"	"37"	23	2985.43	27.30	37.57	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"February"	"2"	"38 weeks"	"38"	37	3255.86	28.32	38.73	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"February"	"2"	"39 weeks"	"39"	74	3457.15	28.80	39.14	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"February"	"2"	"40 weeks"	"40"	56	3580.55	28.12	40.05	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"February"	"2"	"41 weeks"	"41"	17	3505.59	27.29	40.88	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"March"	"3"	"37 weeks"	"37"	16	3013.94	26.94	37.12	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"March"	"3"	"38 weeks"	"38"	33	3256.06	29.79	37.97	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"March"	"3"	"39 weeks"	"39"	84	3465.67	30.13	39.15	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"March"	"3"	"40 weeks"	"40"	52	3489.33	28.81	39.81	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"March"	"3"	"41 weeks"	"41"	23	3623.78	29.74	40.87	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"April"	"4"	"37 weeks"	"37"	18	2972.06	29.61	37.33	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"April"	"4"	"38 weeks"	"38"	39	3210.62	27.72	38.21	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"April"	"4"	"39 weeks"	"39"	74	3477.47	29.66	39.11	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"April"	"4"	"40 weeks"	"40"	60	3498.02	27.50	40.30	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"April"	"4"	"41 weeks"	"41"	22	3680.73	26.32	41.45	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"May"	"5"	"36 weeks"	"36"	13	2669.69	31.85	36.85	36.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"May"	"5"	"37 weeks"	"37"	23	3187.61	30.26	37.22	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"May"	"5"	"38 weeks"	"38"	34	3143.12	29.44	38.21	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"May"	"5"	"39 weeks"	"39"	90	3487.54	28.72	39.11	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"May"	"5"	"40 weeks"	"40"	63	3510.70	28.21	39.98	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"May"	"5"	"41 weeks"	"41"	23	3544.13	27.57	41.30	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"June"	"6"	"37 weeks"	"37"	19	3073.32	31.74	37.68	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"June"	"6"	"38 weeks"	"38"	35	3320.77	28.17	38.34	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"June"	"6"	"39 weeks"	"39"	82	3450.00	30.32	39.01	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"June"	"6"	"40 weeks"	"40"	62	3512.00	28.61	40.00	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"June"	"6"	"41 weeks"	"41"	19	3620.53	28.95	40.84	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"July"	"7"	"37 weeks"	"37"	17	2986.82	26.82	37.12	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"July"	"7"	"38 weeks"	"38"	31	3247.16	29.45	37.94	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"July"	"7"	"39 weeks"	"39"	105	3427.53	29.70	39.24	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"July"	"7"	"40 weeks"	"40"	60	3626.42	27.53	39.97	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"July"	"7"	"41 weeks"	"41"	26	3624.92	27.38	40.96	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"August"	"8"	"36 weeks"	"36"	11	2839.45	31.55	35.91	36.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"August"	"8"	"37 weeks"	"37"	29	2973.34	28.41	37.21	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"August"	"8"	"38 weeks"	"38"	51	3314.29	28.65	37.80	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"August"	"8"	"39 weeks"	"39"	105	3390.49	30.31	39.15	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"August"	"8"	"40 weeks"	"40"	63	3570.08	28.46	40.05	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"August"	"8"	"41 weeks"	"41"	27	3562.56	28.48	41.15	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"September"	"9"	"37 weeks"	"37"	16	2917.38	26.00	37.56	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"September"	"9"	"38 weeks"	"38"	45	3030.56	28.27	38.20	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"September"	"9"	"39 weeks"	"39"	86	3456.31	27.67	39.13	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"September"	"9"	"40 weeks"	"40"	64	3578.50	29.72	40.25	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"September"	"9"	"41 weeks"	"41"	29	3439.41	29.52	40.93	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"October"	"10"	"37 weeks"	"37"	23	3142.09	28.74	38.39	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"October"	"10"	"38 weeks"	"38"	42	3277.38	31.12	38.21	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"October"	"10"	"39 weeks"	"39"	90	3458.22	29.59	39.16	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"October"	"10"	"40 weeks"	"40"	63	3507.83	28.81	40.19	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"October"	"10"	"41 weeks"	"41"	26	3713.65	27.35	40.69	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"November"	"11"	"36 weeks"	"36"	10	2644.70	31.50	36.10	36.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"November"	"11"	"37 weeks"	"37"	13	3054.46	28.92	37.08	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"November"	"11"	"38 weeks"	"38"	39	3177.00	27.95	38.33	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"November"	"11"	"39 weeks"	"39"	93	3382.77	28.98	38.99	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"November"	"11"	"40 weeks"	"40"	60	3469.10	27.92	40.00	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"November"	"11"	"41 weeks"	"41"	16	3650.69	29.44	41.25	41.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"December"	"12"	"37 weeks"	"37"	10	2876.40	30.60	36.50	37.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"December"	"12"	"38 weeks"	"38"	41	3184.80	31.85	37.95	38.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"December"	"12"	"39 weeks"	"39"	87	3509.56	30.63	39.31	39.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"December"	"12"	"40 weeks"	"40"	67	3569.55	29.01	40.19	40.00
	"Albany County, NY"	"36001"	"2012"	"2012"	"December"	"12"	"41 weeks"	"41"	19	3563.21	26.84	40.74	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"January"	"1"	"37 weeks"	"37"	16	3047.00	30.75	37.44	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"January"	"1"	"38 weeks"	"38"	41	3138.71	28.68	37.95	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"January"	"1"	"39 weeks"	"39"	91	3428.11	28.77	39.34	39.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"January"	"1"	"40 weeks"	"40"	54	3570.13	28.83	40.04	40.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"January"	"1"	"41 weeks"	"41"	17	3547.35	28.06	41.00	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"February"	"2"	"37 weeks"	"37"	22	3103.59	28.32	37.41	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"February"	"2"	"38 weeks"	"38"	30	3268.57	28.23	38.03	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"February"	"2"	"39 weeks"	"39"	79	3511.43	29.54	39.54	39.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"February"	"2"	"40 weeks"	"40"	42	3495.55	28.40	39.95	40.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"February"	"2"	"41 weeks"	"41"	25	3632.44	26.92	41.16	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"March"	"3"	"36 weeks"	"36"	19	2740.53	28.37	35.37	36.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"March"	"3"	"37 weeks"	"37"	15	3043.73	30.20	37.07	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"March"	"3"	"38 weeks"	"38"	41	3062.41	28.93	37.83	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"March"	"3"	"39 weeks"	"39"	85	3385.75	29.65	39.13	39.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"March"	"3"	"40 weeks"	"40"	67	3467.87	28.39	40.10	40.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"March"	"3"	"41 weeks"	"41"	20	3680.50	27.90	40.00	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"April"	"4"	"37 weeks"	"37"	20	2895.45	30.65	37.45	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"April"	"4"	"38 weeks"	"38"	30	3355.80	27.97	38.30	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"April"	"4"	"39 weeks"	"39"	90	3431.17	28.68	38.99	39.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"April"	"4"	"40 weeks"	"40"	59	3479.69	27.53	40.34	40.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"April"	"4"	"41 weeks"	"41"	22	3685.91	29.45	40.86	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"May"	"5"	"37 weeks"	"37"	22	2963.50	30.09	37.23	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"May"	"5"	"38 weeks"	"38"	36	3151.08	29.42	38.08	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"May"	"5"	"39 weeks"	"39"	86	3476.13	29.65	38.94	39.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"May"	"5"	"40 weeks"	"40"	61	3547.70	28.79	39.98	40.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"May"	"5"	"41 weeks"	"41"	32	3658.91	28.09	40.28	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"June"	"6"	"37 weeks"	"37"	10	3099.00	26.60	37.00	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"June"	"6"	"38 weeks"	"38"	35	3424.23	29.74	37.86	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"June"	"6"	"39 weeks"	"39"	106	3419.95	30.32	39.13	39.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"June"	"6"	"40 weeks"	"40"	57	3628.74	29.23	40.05	40.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"June"	"6"	"41 weeks"	"41"	36	3673.00	28.75	40.83	41.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"July"	"7"	"36 weeks"	"36"	12	2759.08	31.08	36.58	36.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"July"	"7"	"37 weeks"	"37"	15	2905.20	27.73	37.07	37.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"July"	"7"	"38 weeks"	"38"	38	3153.92	31.18	38.18	38.00
	"Albany County, NY"	"36001"	"2013"	"2013"	"July"	"7"	"39 weeks"	"39"	108	3422.04	30.67	39.12	39.00
